8e1d8f03-0533-49df-a55f-48239f3e8c97,658,2.22319,286,1385
8d1c4c27-17b5-4e6e-a98f-d3f1d702456b,629,1.99099,646,2132
f4c234e5-cccc-4794-a100-2a67c3f25838,731,0.59889,583,946
9f9a9eff-2a7b-4836-aeeb-9778eb807b89,809,2.10713,824,2068
d550c650-47f7-4b0b-bad0-2135deb5f622,392,4.69963,747,1573
66e9c3f3-54d1-42af-9a4c-b313c4352e4e,923,2.1272,688,1720
b527f894-b3c3-4417-a6d1-ce8793194875,811,3.76109,602,1184
7447844c-31d8-45be-9905-ee7272be2af9,164,0.56418,622,2043
d443a155-28da-483b-bc4f-43aefb7d6223,456,1.64306,734,1676
2f002e56-61df-4279-88ca-3510f156a66e,891,0.31313,450,835
6ceda7b7-4a16-4a03-a15d-57646b675b32,544,0.4825,15,752
5612d1b1-56f6-40e9-be7a-8f6be9aa5693,315,3.97633,146,1365
4f6292ba-04b3-413e-90be-07713b6562a6,518,2.21976,663,1394
813561e4-ce36-47fe-a060-9cda23a9589a,141,4.59619,271,826
bcb7b5dd-b9db-4afd-b293-73edfc1a1a43,558,1.79847,380,1136
557a82ff-28a5-4edf-a5d8-90f5e4bd7704,458,4.14002,41,212
c1d7959d-245d-432e-90ad-ade2c9283cdc,357,3.52159,445,1940
59daeb03-4775-4f04-ba7e-e956cfe056ac,838,4.54682,228,1630
50d892f1-3d38-48ec-bf93-cae0068b83d5,472,3.59354,665,919
bc36f6c6-cdf0-4e6e-b610-d9f57fbe6b86,865,2.61376,399,1501
21db968d-0f25-4e5b-bea6-2bcec6ba655a,914,1.3851,706,1153
8fcbfc9d-9a78-4da7-a530-5a537e597d31,289,1.79077,830,2154
3a4d0a55-1a78-470f-aa02-ec371232da71,866,3.0449,393,1295
4e59763c-ee7a-411f-a87a-6324350bbe20,227,3.04988,803,1787
8b85fb7a-cbf8-4a20-8fcf-692ba9719dc8,395,2.36269,62,1264
6dec1889-2df5-48c2-8db2-1a0c6667fc9e,107,0.32001,436,699
776b6e94-1f3e-47f0-a3c7-98a71a08b7d1,383,2.16363,869,1456
2dab6b18-a6f4-427c-be1a-6fbe199a74a2,951,1.61774,380,1059
d8823067-06fa-4d6e-88a9-f7727df8e258,952,4.65414,731,1733
4efea835-9586-41bd-b6ec-310624dff791,713,1.82396,605,1416
e6b9cc67-5121-4d2f-a51a-ebccd1fad36e,499,2.65978,291,922
aa9e7904-8b38-4528-a6aa-44b4f1c8e3c7,314,2.87758,6,548
be11a9b5-912a-4b1a-9292-5869756e3128,462,4.9198,281,713
9d424f00-c6d2-4072-8f11-799c1854d9e7,700,3.03452,748,1868
9544329a-9fa7-4976-8d84-d56a1c581734,518,4.62738,744,1465
ad7a6fdb-3b88-4969-a42c-b3910abc6148,536,1.70239,644,1037
02665cac-578d-4758-bf81-3802ff117464,677,3.8006,52,1507
6a624930-bc37-4e2e-895d-f3d0c05c1b58,486,0.57089,643,1595
00b4292d-11ba-4113-b518-fcb1083af43a,141,1.73205,278,1410
c900cd56-e70a-4c46-99b2-e897e2e15194,499,0.70346,879,1920
bbbcf68d-fc1f-43d6-874d-2451e6816b6a,608,4.12864,255,458
dc0b2a3d-ad7b-46c5-818c-4bb1675d7e1e,142,2.79722,22,1317
f83589fb-b30c-430a-aeae-4f40d7d1f149,205,1.61574,508,1085
4254c6e0-25f7-4723-a686-95708438b72a,658,3.52345,364,1385
319e2b59-16cd-4c5d-ba4c-f8492dc861ee,664,2.41448,726,1914
a2047742-f3ff-4029-bd77-4026388f09ee,370,2.4577,511,935
632a7bc8-6797-4656-a24e-760b703cc437,566,4.59095,456,1779
363cc014-5182-412f-bdad-434afb0386c9,772,2.84801,344,1059
1ff8a9d1-c467-47f0-8688-43a0c0fedc0b,90,1.24978,858,2190
82deac7e-c405-4f6c-ae35-0fc1b70ac991,63,2.95854,720,2116
b5d92f87-92e1-472d-9128-32eb70d23e4b,155,2.84777,672,1256
8a2053a2-559e-4241-a641-9eb106933ab7,720,4.22263,60,1022
2ebafb8d-c766-43e1-b855-8ed382ae7d45,586,3.84003,228,800
e34d9ea4-4d56-459f-aa13-0b187f6446f1,525,3.68914,340,1401
f3797c94-b827-427d-af92-045c9792851c,332,4.71216,97,1272
8a9b0638-9e8e-4eca-a008-9efb8647e734,666,3.68126,826,1428
1b2c4520-b1b1-4af9-ab6e-7d9c4a88a55d,245,0.93212,931,2429
cade5751-6aae-4e5f-be55-378dfa9c185b,172,1.78289,988,1622
af7930e9-0c69-469f-bf8f-fed1494c502c,725,4.32617,789,1082
cb7217cf-b739-4254-beb3-33d21392e11d,936,2.56142,341,1665
987b695c-c7ce-4f4a-b1b0-88b35ade20bc,173,1.9751,778,1893
87326e2f-5e0d-4b71-b383-0be99cd2d043,644,2.32235,320,1347
bd1a7956-2667-43e8-9799-0c84cbfb4850,522,3.85851,551,665
d4201e2a-07b3-4981-b42e-14b1165b858a,544,1.47581,367,1666
7321de75-4086-4ec5-8b67-90279cfcf880,527,4.13241,986,2023
50a7dd69-4fdd-4d2b-a717-51528633e017,515,0.36772,419,1412
e58adec3-9fb5-43c3-88f6-355e6bd57ad5,297,4.81607,768,1201
e0f3b8e1-1859-4bb4-8d8e-8edbe82a6e5b,845,3.06114,286,1202
3a7f523e-0723-440c-a944-48f30a184eef,501,3.03292,808,2171
ac4793dc-e606-4678-9766-0b6d2156a312,796,1.07568,296,1602
0146f00b-70bf-44bd-b0dd-f45397fe1b66,871,0.67699,660,2039
8b6dd5ab-7a4e-4012-b4ee-1d6fe37f638a,262,4.84466,990,2104
8ce5d272-52dd-4da7-8d02-62cce9affc4e,799,2.9514,138,478
0c88dfab-4196-46a1-b5e8-073822f22cd5,883,3.07244,450,615
348c6793-d405-4dae-9c03-251c5fc47973,701,4.98928,97,1570
d50c0734-d361-432c-9369-f6a66cb30221,975,0.72659,292,1321
0686bb73-48a1-4f38-be45-374233292586,543,4.1925,906,1922
f3b18eab-0097-4cd3-be40-b95923432bd3,90,3.92338,935,1954
0bee2414-5ef6-46c5-b6b4-d7cf4e0bf92d,983,3.18465,144,606
28d9c0ec-6c4b-4849-b4b5-4d0ab0bbf13e,842,0.1585,63,166
16bd6f52-4de9-4fee-a095-cdac765abd42,250,2.60921,278,557
76559b00-7fc0-4eb0-96e7-779b08693a72,806,3.83028,488,1337
378d83fa-4957-4362-ae80-8a1263aa299f,380,2.05864,552,1465
cdef0ebc-017e-4d2e-8b30-bbfde5b54959,473,2.04546,521,1007
cc9563af-a18b-4f07-a8b8-efd0da560150,182,2.72408,932,2340
bc7d90a0-acfc-4551-b11f-60039f5df08d,628,4.75072,723,1975
f857401c-b1fd-4fe3-9992-43e5aa95d2fb,822,4.31929,731,1550
566fbf43-ddac-4de5-a215-948786a72fda,389,4.77912,643,1792
8d2341e2-c3f2-4b44-8a61-626b8904767c,183,2.61215,301,1540
8e433841-c7f1-4263-b99f-b8e06e0f2646,623,4.28201,669,823
e2b4c039-ced0-4813-bfcf-43eadabde533,972,2.72188,684,1236
0b23811a-5988-41ff-bdde-630aff07dc91,997,3.95723,903,1022
9d74763e-de17-4302-9c44-f3cecee8cda6,998,2.43987,761,863
cd4ebe56-bf65-47c7-b060-28cacc9a8c8b,205,1.24858,458,1619
2acfe945-bb83-4069-8c4d-b0a972b2a172,483,2.65574,860,1841
2690fa31-a9c6-4618-9e9d-9f0b6e7ee67f,982,1.35195,413,1162
8dac0314-93dc-4883-8227-deea1b9cb0dc,159,1.47682,803,2241
8ee1a53a-9804-421e-8fe1-39f72868f365,852,3.54115,860,2122
f6cd9eba-28a3-4908-a557-53498d7afb27,895,3.78412,297,1404
fcc633f4-1cac-47a8-b247-69b1bdf22c2b,837,0.83729,761,952
3a832b8c-c3b4-4906-bc5e-aaf85a097af6,278,4.58421,315,470
fb23f424-c975-4340-9385-e0470c4dd667,562,2.89227,16,457
baee9dbb-8c9e-4c5a-acf4-2f0539c64e5e,941,3.81439,738,1762
37c0f532-83d2-4bc0-83b7-a803dae3561c,382,3.03132,705,1455
81a5e624-fb0f-41b8-9d47-e20e97856fa8,377,2.82748,832,2051
a8aec87f-e97d-4a77-b58c-a420998d9d1a,104,3.4096,100,1557
