6200681e-7f90-4790-a9a4-00ce87359722,QRPayment,2024-11-17 02:34:02.846854,800,800,65cbd2d7-c50e-44fd-b415-cdc5b74c5c8c
ca28d2c2-65cc-4263-8b03-2cfda44f4f26,Credit/DebitCard,2024-11-17 02:34:02.846854,300,300,c79ef357-b428-4297-b361-8b1a3d673e69
d91776dc-c9d7-4bf8-9538-ad2c02ac6b08,MobileBanking,2024-11-17 02:34:02.846854,300,300,99b680a5-c239-47f4-9773-422cd8feb15b
1ae035f0-7f49-4226-9a8a-2856b35a6905,Credit/DebitCard,2024-11-17 02:34:02.846854,100,100,ef44c35b-f832-458f-b54d-220313f431a0
d4865ba9-922c-4adf-949a-e190f43b4c5d,Credit/DebitCard,2024-11-17 02:34:02.846854,500,500,c137debf-b782-4051-97f2-756e986a57a6
8b634b93-a95d-4d6e-888e-33bca31e058c,MobileBanking,2024-11-17 02:34:02.846854,500,500,a25ca6ea-fd43-47a0-91c7-de96f67c345b
8de7faae-2778-4ef8-be9e-eaff3ac9c452,MobileBanking,2024-11-17 02:34:02.846854,2000,2000,d6b861e3-0bf9-4910-9cb3-5256f0550e8b
5fda0894-f065-48d0-b5c4-4c64109cf7ab,Credit/DebitCard,2024-11-17 02:34:02.846854,300,300,abd59ccc-b269-4bfc-ac3a-5963b81023ac
897e26a9-8219-4d83-803a-559fbf26be97,MobileBanking,2024-11-17 02:34:02.846854,300,300,d2c1af24-a732-4119-b095-3bc78eba7ef1
14d21b8a-17db-4c7d-a0be-e7fe2e7a793a,QRPayment,2024-11-17 02:34:02.846854,3500,3500,0c88dfab-4196-46a1-b5e8-073822f22cd5
05b47c91-78b7-49ac-9dc9-26b7efcd4b20,Credit/DebitCard,2024-11-17 02:34:02.846854,500,500,d831786d-59c7-4ba7-ac8d-d8b90f95866d
b4b335cc-347b-490c-b43b-800a447d5c48,MobileBanking,2024-11-17 02:34:02.846854,200,200,bbbcf68d-fc1f-43d6-874d-2451e6816b6a
00125491-c977-40a1-aed5-e09a1b281a29,MobileBanking,2024-11-17 02:34:02.846854,100,100,40880c55-1dae-483d-b9c3-70065d07b389
95a9ae8a-8415-4546-941c-8ddd60688581,MobileBanking,2024-11-17 02:34:02.846854,800,800,2c6495dc-5bd7-4121-91f6-13206a71dd5a
7bcabb57-c3dd-4fe0-9800-2d82c5d14b08,MobileBanking,2024-11-17 02:34:02.846854,800,800,128a18dc-0fa0-4f46-8185-6adb6518eff2
617cc372-358a-4809-8122-ee6d7b453a19,QRPayment,2024-11-17 02:34:02.846854,300,300,b34c03c0-b8b7-4b20-84b2-e00117769828
d8628ea8-9429-4a7c-b0d2-a490402fc7e7,MobileBanking,2024-11-17 02:34:02.846854,3500,3500,ee7f69b5-ddeb-46c3-a567-f852841e1ab1
6fe92474-35c8-4889-88dc-d02afaab8d60,QRPayment,2024-11-17 02:34:02.846854,2000,2000,b8d3e3eb-f658-4fa9-87f5-7122ffcb8261
a4704677-875e-4faf-90ca-e09cb9530019,MobileBanking,2024-11-17 02:34:02.846854,1500,1500,f86980f0-4d4f-41dc-a1fe-f2a12ae160d2
f19f6e0f-0e6a-4744-b9b1-79d6be46d1f0,QRPayment,2024-11-17 02:34:02.846854,300,300,137adcda-e835-4421-b4ed-6aca7629db93
5c7a52b7-cb8f-4d74-a1cd-cfcfac6b8a81,Credit/DebitCard,2024-11-17 02:34:02.846854,200,200,2921aa9a-4811-4e8b-884e-1a8d5927c09e
2887599d-6872-4586-a937-9475f19ee7e7,QRPayment,2024-11-17 02:34:02.846854,2000,2000,776b6e94-1f3e-47f0-a3c7-98a71a08b7d1
