aedc690e-4fae-401e-ab83-5a23396d4fb7,3000,1996-09-14,Complete,2024-11-15 14:43:53.469692,c7a96ba9-5e50-4dc9-a903-1ac375443e1c,990f7cf5-47e8-4346-85b1-bddf22fab1eb
0e2378fc-2a76-4e3b-b70e-d37f375ee9dd,2300,2015-07-08,Complete,2024-11-15 14:43:53.469692,8a683428-2896-426a-8cb2-c598cd12e230,5f82579f-35c2-42f3-b22e-f9d8e2bf6765
f8f09b31-edef-47ca-8ceb-5ca8cf001cb4,3200,2007-11-28,Complete,2024-11-15 14:43:53.469692,2eeec9e9-672b-4a56-9a73-30f3f1677d16,3f7d6fb2-5b66-4f92-9ca0-6556ab83b794
e11676fd-9ad3-4d18-949f-c3ab4f400230,2700,2013-02-15,Complete,2024-11-15 14:43:53.469692,5ac9ed7e-d72f-4112-8a50-98367e30e789,a3df9f2f-dccc-491f-acde-b3de2183c3eb
b3f296ee-6ec5-4517-ac45-59fd3ba23746,3000,1972-04-12,Complete,2024-11-15 14:43:53.469692,f7144238-7ccc-4455-8510-8dae842b7f14,8739ba1a-2514-4141-8a0b-a3bc4dc80ad1
c41755bc-ac53-4dfa-b16b-444832755342,1600,2021-01-31,Complete,2024-11-15 14:43:53.469692,9530f405-36b6-4c3a-a74e-f68f838234d6,bef390a5-cace-4af7-9953-2bc0f6e3dd8a
c0fa10cd-c455-4417-a096-cd13d2915e80,1700,1994-11-17,Complete,2024-11-15 14:43:53.469692,eded3a5c-c8d2-4c22-bf43-c350d6caabec,6c8629d8-1f93-4fa5-8c29-d6bc80ab51c5
cf33eee2-c1b6-40f0-894e-cdfe151646fe,1800,2007-01-04,Complete,2024-11-15 14:43:53.469692,09e05c95-33f1-4695-bc11-c07a8c6ba210,c5767c71-e7bd-4ae6-a593-f31a734767d1
c973cef9-f025-4cac-941f-97c27bb70152,2700,2008-02-18,Complete,2024-11-15 14:43:53.470712,f22045c4-8429-4f8a-89d9-d91a8ab675ed,0d55fc4a-bacf-49c9-acba-544388dd0be0
6b24cff7-503b-467f-8f3d-a585fa75fd67,2200,1983-07-05,Complete,2024-11-15 14:43:53.470712,6d6d4cda-eb1f-4d9c-a89d-6b96ce2dd161,e1b488c6-4250-4cfa-8367-799de7551be4
a97b3ca7-0dbd-419a-a4b2-31e8f931f177,1600,2007-11-28,Complete,2024-11-15 14:43:53.470712,361be885-458b-48fa-b296-488c00a67c72,de84c9db-0a15-404f-af7a-9b0025fb8b5f
7c282292-6a31-4f4f-ba3c-a6d6e668ecb9,3300,2007-08-17,Complete,2024-11-15 14:43:53.470712,7d46fe99-0a50-4e21-bb3e-a066e5ebf7a5,28055dfe-0230-4e00-b701-cdcf54b63b4b
1f8f2e29-80e4-41bb-a805-3d53bf8d5721,2300,1977-10-20,Complete,2024-11-15 14:43:53.470712,67f3399c-57b8-40ac-87bf-89c95cd79999,a1c5b6ef-c4d3-4199-8c3f-5b3a62dd8aa9
bfa92c91-1171-46bf-ba2b-bee835ed0163,4200,1989-04-24,Complete,2024-11-15 14:43:53.470712,17075209-f0e0-4e45-9da7-f66fa7814c39,f31c3fb9-4f2c-40f6-8a1f-b38fc9611aa1
6280c56c-9022-406e-8aa7-1d77cba4f2bd,2000,1993-12-09,Complete,2024-11-15 14:43:53.470712,34b5263e-37fd-44fd-ab05-ec1bec6d74b0,00965c9a-858b-4233-acd9-577f1f001e9b
dde01dbf-aebd-472a-bf2c-7810408f60f6,1800,2018-06-13,Complete,2024-11-15 14:43:53.470712,f7144238-7ccc-4455-8510-8dae842b7f14,9b81d80a-9579-4e13-bc68-38d9143d4aee
af9a0b37-fdf5-424e-9411-6ef78cf2796b,3600,1977-10-04,Complete,2024-11-15 14:43:53.470712,79af11ae-d53b-49d3-899f-3b802d50de88,715dcf29-3e66-41c6-ba4e-6776eb2cbad8
8cd59ebd-7beb-405b-b8aa-6ca82a9fb3a3,4700,1994-07-29,Complete,2024-11-15 14:43:53.470712,ba63331f-2442-45cc-bfaa-048e7a1427ee,e656e423-c250-4f35-85aa-3bc759cd9e91
312078d1-73c4-49ca-a88e-992b72cea43b,1900,1989-03-03,Complete,2024-11-15 14:43:53.470712,c95eef07-f2c9-49dc-b9a7-c3c970d676aa,05026396-5dc2-47f9-b387-cb2a8a8be277
c068db30-4fc2-473a-aa7f-fb4a19207a12,4100,2024-09-10,Complete,2024-11-15 14:43:53.470712,d259f40e-c5e3-4503-b5c8-1b21c733fef5,b2e0d097-073b-41a3-9746-ebd1e6ca90cf
a7a2d883-1a66-41fd-8fc8-a4ec6de2af40,1500,2017-06-15,Complete,2024-11-15 14:43:53.470712,d54ae8f8-1997-4774-a7f5-78a3154be59b,e63290ff-0073-402f-81f6-796c8e13d397
9ffae3df-21dd-466e-a1e5-c3cb1b7da5a6,1800,2005-07-15,Complete,2024-11-15 14:43:53.470712,55c632e8-a013-4beb-ad3a-35e2aa2ba40e,27230bb5-fd2a-4d53-ac23-96f5eded5f0c
a740122c-72ee-42c6-a49c-77d2896f62d0,4400,2007-10-31,Complete,2024-11-15 14:43:53.470712,f5a36487-cdf1-4912-8c66-26c2bc3fb81d,75ab49a3-bba0-460f-9c40-5312de08691b
c36d3cf0-c83b-4ff3-8b4f-594f500b98ea,2900,2001-03-10,Complete,2024-11-15 14:43:53.471959,e6b29f4e-755d-4554-a694-ab3decc059a5,b5a99370-73f7-4358-b509-dfb773520a24
d8788b61-ef22-4aed-b651-a342a7e00fad,2700,2021-07-08,Complete,2024-11-15 14:43:53.471959,8c99ce6f-0a24-47c1-b459-3f5202cb14fc,eda4cae8-407a-479e-a899-d624db74d776
