05836de6-6f9f-4c99-8e70-69000e8508b9,0.15,Complete,2024-11-15 14:43:53.469692,aedc690e-4fae-401e-ab83-5a23396d4fb7,c7a96ba9-5e50-4dc9-a903-1ac375443e1c,990f7cf5-47e8-4346-85b1-bddf22fab1eb
1bea9076-7b93-4750-bf9f-5c8bf75b85ab,0.15,Complete,2024-11-15 14:43:53.469692,0e2378fc-2a76-4e3b-b70e-d37f375ee9dd,8a683428-2896-426a-8cb2-c598cd12e230,5f82579f-35c2-42f3-b22e-f9d8e2bf6765
43613ef6-cfe3-43d6-8a0b-55736dc17c83,0.15,Complete,2024-11-15 14:43:53.469692,f8f09b31-edef-47ca-8ceb-5ca8cf001cb4,2eeec9e9-672b-4a56-9a73-30f3f1677d16,3f7d6fb2-5b66-4f92-9ca0-6556ab83b794
fc8e018d-0c4d-468e-8bce-8cadf1ac5f8e,0.15,Complete,2024-11-15 14:43:53.469692,e11676fd-9ad3-4d18-949f-c3ab4f400230,5ac9ed7e-d72f-4112-8a50-98367e30e789,a3df9f2f-dccc-491f-acde-b3de2183c3eb
29b6c320-6f78-4b59-8977-3e515a0577af,0.15,Complete,2024-11-15 14:43:53.469692,b3f296ee-6ec5-4517-ac45-59fd3ba23746,f7144238-7ccc-4455-8510-8dae842b7f14,8739ba1a-2514-4141-8a0b-a3bc4dc80ad1
ea4e2178-3556-4bf3-adf0-ceef37d95040,0.15,Complete,2024-11-15 14:43:53.469692,c41755bc-ac53-4dfa-b16b-444832755342,9530f405-36b6-4c3a-a74e-f68f838234d6,bef390a5-cace-4af7-9953-2bc0f6e3dd8a
91484dab-0dda-4e9f-b59d-08fd9d6bfed0,0.15,Complete,2024-11-15 14:43:53.469692,c0fa10cd-c455-4417-a096-cd13d2915e80,eded3a5c-c8d2-4c22-bf43-c350d6caabec,6c8629d8-1f93-4fa5-8c29-d6bc80ab51c5
8d06b4ee-9bec-4c56-8382-918282966d8d,0.15,Complete,2024-11-15 14:43:53.470712,cf33eee2-c1b6-40f0-894e-cdfe151646fe,09e05c95-33f1-4695-bc11-c07a8c6ba210,c5767c71-e7bd-4ae6-a593-f31a734767d1
2404b559-e285-4146-bcef-09de6a755921,0.15,Complete,2024-11-15 14:43:53.470712,c973cef9-f025-4cac-941f-97c27bb70152,f22045c4-8429-4f8a-89d9-d91a8ab675ed,0d55fc4a-bacf-49c9-acba-544388dd0be0
eedf11c4-4ea1-4ff7-a2ac-5c0501cb9a40,0.15,Complete,2024-11-15 14:43:53.470712,6b24cff7-503b-467f-8f3d-a585fa75fd67,6d6d4cda-eb1f-4d9c-a89d-6b96ce2dd161,e1b488c6-4250-4cfa-8367-799de7551be4
1521428e-159a-4520-b0a8-1ac8c83e6256,0.15,Complete,2024-11-15 14:43:53.470712,a97b3ca7-0dbd-419a-a4b2-31e8f931f177,361be885-458b-48fa-b296-488c00a67c72,de84c9db-0a15-404f-af7a-9b0025fb8b5f
9920c98d-2f03-42e5-8f35-812817c3d9c0,0.15,Complete,2024-11-15 14:43:53.470712,7c282292-6a31-4f4f-ba3c-a6d6e668ecb9,7d46fe99-0a50-4e21-bb3e-a066e5ebf7a5,28055dfe-0230-4e00-b701-cdcf54b63b4b
10018a70-f102-48a9-89c1-89fff09ac2ec,0.15,Complete,2024-11-15 14:43:53.470712,1f8f2e29-80e4-41bb-a805-3d53bf8d5721,67f3399c-57b8-40ac-87bf-89c95cd79999,a1c5b6ef-c4d3-4199-8c3f-5b3a62dd8aa9
d1a790b5-9823-4b2c-bb21-2ee5cff3f9a7,0.15,Complete,2024-11-15 14:43:53.470712,bfa92c91-1171-46bf-ba2b-bee835ed0163,17075209-f0e0-4e45-9da7-f66fa7814c39,f31c3fb9-4f2c-40f6-8a1f-b38fc9611aa1
